title,url,has_fee
Regression Modeling Strategies (ADDED FEE),http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=308035,TRUE
Teaching Data Science (ADDED FEE),http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=308036,TRUE
Statistical Network Analysis and Applications in Biology (ADDED FEE),http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=308034,TRUE
JSM Presentation Skills Workshop (FREE - NO REGISTRATION REQUIRED),http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=308073,FALSE
Considerations in Bayesian Framework Implementation and Impact on Small-Population Clinical Development,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307415,FALSE
Functional Data Analysis for Wearables: Methods and Applications (ADDED FEE),http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=308039,TRUE
Preparing Statisticians and Data Scientists for Leadership: How to See the Big Picture and Have More Influence (ADDED FEE),http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=308072,TRUE
CSI at the JSM: Forensic Statistics and the Value of Scientific Evidence in Court,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304599,FALSE
A Full-Rank Spectral Algorithm for Graph Matching,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300186,FALSE
Matrix Means for Network Estimation with Applications to fMRI Data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300387,FALSE
Change Point Detection for Self-Exciting Point Processes,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300495,FALSE
Semiparametric Estimation of Continuous-Time Structural Failure Time Model,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300027,FALSE
The Choice to Define Competing Risk Events as Censoring Events and Implications for Causal Inference,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300370,FALSE
Marginal Structural Models for a Continuous Outcome When the Risk of Death Depends on Treatment,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300502,FALSE
Locating Targets via Wireless Sensor Networks,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300591,FALSE
Towards Demystifying Over-Parameterization in Deep Learning,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300578,FALSE
"Empirical Optimal Transport: Inference, Algorithms, Applications",http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300110,FALSE
The Jury Is Out: Communicating Bayesian Statistics in a Courtroom Trial,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300092,FALSE
Bayesian Clinical Trial Consulting,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300315,FALSE
"The Primordial Soup for Bayesian Analysis in Collaborative Settings: Technical Skill, Communication, and Trust",http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300147,FALSE
A Statistical Pipeline for Feature Selection and Association Mapping with 3D Shapes,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300564,FALSE
Irreducible Representations and Multi-Frequency Phase Synchronization,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300476,FALSE
Gibbs Posterior Consistency and the Thermodynamic Formalism,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300451,FALSE
Recovering Topology from the Bottom of the Well,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300450,FALSE
Finite Mixture Clustering of Risk Behaviors for an Infectious Disease,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300280,FALSE
RELIEF-Based Feature Selection for Heterogeneous Treatment Effects with Massive Data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300273,FALSE
Matching Methods for Observational Data with Small Group Sizes and Mising Covariates,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300263,FALSE
Post-Market Surveillance of Arthroplasty Device Components Using Machine Learning,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300155,FALSE
Havrda and Charvat Entropy-Based Measures to Assess Longitudinal Surrogate Endpoints in Clinical Trials,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300122,FALSE
Statistical Considerations for Biomarker-Based Surrogate Endpoints,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300431,FALSE
An Information-Theoretic Approach for the Evaluation of Surrogate Endpoints Based on Causal Inference ,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300444,FALSE
Model Free Approach to Quantifying the Proportion of Treatment Effect Explained by a Surrogate Marker,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300598,FALSE
Bayesian Disaggregation of Spatio-Temporal Community Indicators Estimated via Surveys: An Application to the American Community Survey,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300287,FALSE
A Model-Based Approach to Predict Employee Compensation Components ,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300325,FALSE
Relationship Mining in Big Data from Surveys Using Penalization and the Bag-Of-Little-Bootstraps,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300377,FALSE
Regression Composite Estimation for Current Population Survey,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300409,FALSE
Uncertainty Quantification of Treatment Regime with High-Dimensional Covariates,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300584,FALSE
Testing Mediation Effect in Compositional Microbiome Data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300504,FALSE
Globally Adaptive Quantile Regression for Complex High-Dimensional Longitudinal Data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300492,FALSE
Analysis of Multivariate Failure Time Data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300091,FALSE
Forecasting Mood Scores for Medical Interns Using Data from Mobile Phones and Wearables,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300621,FALSE
Robust Tests in Online Decision-Making: Testing the Utility of Data Collected by Wearables,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300614,FALSE
A New Contextual Multi-Armed Bandit Algorithm for Semiparametric Reward Model. ,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300179,FALSE
Stochastic Dynamics in Behavioral Mobile Health: Joint Modeling of Dynamic Health and Engagement Outcomes,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300116,FALSE
"An Introduction to 3MC Surveys, the State-Of-The-Art, and Key Challenges",http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300526,FALSE
Error Sources and Quality Management in 3MC Surveys,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300189,FALSE
Quality Procedures to Maximize Comparability – Experiences from the European Social Survey,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300529,FALSE
Making the Case for 3MC Surveys as a Subdiscipline in Survey Research,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300468,FALSE
Inference from Multivariate Respondent-Driven Sampling Data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300077,FALSE
Regression Methods for Respondent-Driven Sampling Data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300180,FALSE
Toward Evaluation of Dissemination of HIV Prevention Interventions Among Networks of People Who Inject Drugs,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300482,FALSE
Bayesian Auto-G-Computation of Network Causal Effects: Incarceration and Infection in a High Risk Network,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300558,FALSE
Artificial Intelligence for Data Science,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300002,FALSE
"To the Point: Critical Skills and Knowledge to Be Successful in Academia, Industry and the Government",http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300486,FALSE
A Case Study of Phase II/III Seamless Adaptive Design ,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=301786,FALSE
Bayesian Adaptive Approach for Neoadjuvant/Adjuvant Oncology Trial,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304798,FALSE
"Sample Size Re-Estimation in Action: Design Consideration, Charter Development, and Implementation of Analyzes in a Trial with Survival Endpoints ",http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=302906,FALSE
Similarity-Based Artificial Intelligence for Adaptive Clinical Trial and Beyond,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306859,FALSE
An Efficient Sample Size Adaptation Strategy with Adjustment of Randomization Ratio,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304733,FALSE
Current and Future Directions of Intensive Longitudinal Data Analysis,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304601,FALSE
The Role of Time-Dependent Covariates in Models for the Risk of Repeated Events,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=301843,FALSE
Shared Parameter Mixed-Effects Location Scale Models for Intensive Longitudinal Data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=302873,FALSE
Vecchia-Laplace Approximations of Generalized Gaussian Processes for Big Non-Gaussian Spatial Data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=301773,FALSE
Online Decentralized Leverage Score Sampling for Streaming Multidimensional Time Series,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=301825,FALSE
The R Conf Package for Plotting Likelihood-Ratio Based Confidence Regions for Two-Parameter Univariate Probability Models,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=301844,FALSE
Computing High-Dimensional Normal and Student-T Probabilities with Tile-Low-Rank Quasi-Monte Carlo and Block Reordering,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=302921,FALSE
A New Tidy Data Structure to Support Exploration and Modeling of Temporal Data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304652,FALSE
On Theory for BART,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=301755,FALSE
Bayesian Tree Models for Continuous Treatment Effects,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307316,FALSE
XBART: Accelerated Bayesian Additive Regression Trees,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306923,FALSE
Nonparametric Survival Analysis with Dirichlet Processes Mixtures and Heteroskedastic Bayesian Additive Regression Trees,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306877,FALSE
Adaptive Splitting Bayesian Regression Tree Models for Image Analysis,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306620,FALSE
On the ‘Off-Label’ Use of Data Normalization for Sample Classification and Prognostication,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307071,FALSE
Batch Effects Correction with Unknown Subtypes with Application to Paired MicroRNA Data Sets,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305174,FALSE
Multiple Testing Under Dependence and Non-Sparsity with Applications in Genomics and Toxicology,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=303012,FALSE
Detection of Common-Variance Subspace and Its Application to Classification,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306573,FALSE
"Horseshoes, Shape Mixing, and Ultra-Sparse Locally Adaptive Shrinkage",http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306791,FALSE
Comparing and Combining Forecast Distributions Having Different Dimensions,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304664,FALSE
Inconvenient Diagnostics and Corrections for Convenience Samples,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306846,FALSE
Model Misspecification and Familial Null Hypotheses,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306392,FALSE
Worldwide Statistics Without Borders: Community Service Impact on Client Decision Making,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307023,FALSE
Emerging Opportunities for Utilizing Real-World Evidence to Impact Drug Development and Regulatory Decision-Making ,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304149,FALSE
What Contributes to a Successful Data Visualization Project?,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304802,FALSE
Addressing Data for Good’s Need for Project Leaders,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307094,FALSE
Instrumental Variable Estimation of Weighted Local Average Treatment Effects,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300652,FALSE
Two-Stage Residual Inclusion Under the Additive Hazards Model - an Instrumental Variable Approach with Application to SEER-Medicare Linked Data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=300665,FALSE
Xtgeebcv: a Stata Command for Bias-Corrected Sandwich Variance Estimation for GEE Analyzes of Cluster Randomized Trials,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=301678,FALSE
Sensitivity Analysis and the Odds Ratio,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=301753,FALSE
"On the Identification of Individual Principal Stratum Direct, Natural Direct and Pleiotropic Effects Without Cross-World Independence Assumptions",http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=302915,FALSE
Mediation Analysis with a Censored Mediator in a Case–control Study,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=303026,FALSE
Conditional Process Analysis: Moderated Mediation Model of Perceived Ethnic Discrimination and Binge Drinking Among Recent Latino Immigrant Youth,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304235,FALSE
A Modified Partial Likelihood Score Method for Cox Regression with Covariate Error Under the Internal Validation Design,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304261,FALSE
 Multivariate One-Sided Testing in Matched Observational Studies as an Adversarial Game,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304302,FALSE
Permutation Weighting,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304901,FALSE
A Calibrated Sensitivity Analysis for Matched Observational Studies with Application to the Effect of Second-Hand Smoke Exposure on Blood Lead Levels in U.S. Children,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304975,FALSE
Estimation of Mediation Effect for High-Dimensional Omics Mediators with Application to the Framingham Heart Study,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305245,FALSE
Bias and Efficiency in a Matched Observational Study with Varying Cluster Size,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306417,FALSE
Testing for Weak Instruments in Two Sample Summary Data Multivariable Mendelian Randomisation,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306449,FALSE
Estimating Uncertainty in Weighted Competing Risk Analyzes,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306697,FALSE
Person as Population: a Longitudinal View of Single-Subject Causal Inference for Analyzing Self-Tracked Health Data,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306773,FALSE
Causal Mediation Analysis Using Gradient Boosting Machines: Developing Methods and Software,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=306950,FALSE
Hypothesis Testing in Nonlinear Function on Scalar Regression with Application to Child Growth Study,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307218,FALSE
Identify Consensus Among Match Makers: a Clustering Aggregation Perspective ,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=307283,FALSE
Interactive Visualization of Housing Condition Changes in NYC,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304556,FALSE
Immigration Generation Status to Quality of Life Over Time,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304592,FALSE
An Analysis of Rent-Control Policy on Housing Quality,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=304897,FALSE
An Analysis of Immigrants and House Condition in New York City,http://ww2.amstat.org/meetings/jsm/2019/onlineprogram/https://ww2.amstat.org/meetings/jsm/2019/onlineprogram/AbstractDetails.cfm?abstractid=305132,FALSE
